StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1.1,Q2.2,Q2.4,Q2.5,Q2.6,Q2.8_First Click,Q2.8_Last Click,Q2.8_Page Submit,Q2.8_Click Count,Q2.10,Q2.11_First Click,Q2.11_Last Click,Q2.11_Page Submit,Q2.11_Click Count,Q3.2,Q3.3,Q3.4,Q3.5,Q3.6,Q3.7,Q3.9_First Click,Q3.9_Last Click,Q3.9_Page Submit,Q3.9_Click Count,Q3.11,Q3.12_First Click,Q3.12_Last Click,Q3.12_Page Submit,Q3.12_Click Count,Q4.2_First Click,Q4.2_Last Click,Q4.2_Page Submit,Q4.2_Click Count,Q4.4,Q4.5_First Click,Q4.5_Last Click,Q4.5_Page Submit,Q4.5_Click Count,Q5.2,Q5.3_First Click,Q5.3_Last Click,Q5.3_Page Submit,Q5.3_Click Count,Q5.5,Q5.5_First Click,Q5.5_Last Click,Q5.5_Page Submit,Q5.5_Click Count,CoinFlip,Q6.2,Q7.2,Q7.3,Q8.1,Q8.2,Q8.3,Q8.4,id
2021-02-06 21:47:03,2021-02-06 21:58:01,IP Address,220.175.70.124,100,658,True,2021-02-06 21:58:01,R_9GheIBvAjr6abfP,,,,,28.5500030517578125,115.93328857421875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298340,19.266,179.25,180.668,9,Option 2,60.727,63.21,64.334,2,Option1,Option2,80,20,"It is hard to tell that person keep the money or not since money has an irresistible pull... ",,"I think it is about the share/collaborate with people under the seduction condition. ",It was too short,73684
2021-02-06 22:03:21,2021-02-06 22:17:40,IP Address,73.144.65.39,100,858,True,2021-02-06 22:17:40,R_1jD03DbCN2Qz4LF,,,,,42.306793212890625,-83.705902099609375,anonymous,EN,I understand the information above and wish to continue,30,False,True,False,251.837,266.419,268.39,4,Option 2,5.534,5.534,7.961,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Option1,Option2,,,No.,To put pressure on a reactive response.,"The study was probably looking into how decision making is affected by quick-time reactions and the involvement of other parties.  Specifically, it was probably studying whether someone else's winnings/losings affected decision-making in risk-reward scenarios.",It was the right amount of time,73416
2021-02-07 10:10:52,2021-02-07 10:13:38,IP Address,73.144.62.165,100,165,True,2021-02-07 10:13:38,R_2OOVM9kpkmEtdXn,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,14.487,0,Option 2,1.932,3.266,4.204,2,,,,,,,,,,,Option2,Option2,,,no,,To see if people would take the safe route for the $5 for themselves.,It was too long,73422
2021-02-07 10:55:01,2021-02-07 11:00:20,IP Address,35.1.228.90,100,318,True,2021-02-07 11:00:20,R_3PT41lVFw3eVTEo,,,,,42.2196044921875,-83.6045989990234375,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298340,24.893,64.728,77.879,7,Option 2,9.719,9.719,11.024,1,Option2,Option2,75,25,N/A,,I think it was about seeing whether one would take a risk (for a potentially good outcome) or not even if it jeopardizes their own benefit.,It was too long,73278
2021-02-07 11:53:58,2021-02-07 11:57:47,IP Address,35.0.38.4,100,228,True,2021-02-07 11:57:47,R_27W0fX89sCfnF6v,,,,,42.2196044921875,-83.6045989990234375,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,298340,30,True,True,False,True,3.545,83.249,83.96,10,Option 2,7.531,7.531,8.224,1,,,,,,,,,,,,,,,,,,,,Option2,Option1,25,75,I did not understand the goal of this study.,It gave people a more incentive to make a choice quickly and had to think quickly.,i do not know.,It was too long,72183
2021-02-07 17:22:27,2021-02-07 17:25:58,IP Address,99.8.86.246,100,210,True,2021-02-07 17:25:58,R_3QWckairpMF32br,,,,,42.28070068359375,-83.78009796142578125,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Person A,43.49,53.584,56.967,2,Option 2,7.576,7.576,9.383,1,Option2,Option2,50,50,No,,"The selfishness of human nature and possibly gambling, how people perceive other people's actions and how that affects their own",It was too long,72731
2021-02-07 18:52:58,2021-02-07 19:01:56,IP Address,68.41.199.138,100,538,True,2021-02-07 19:01:57,R_sMuGIOIGu1q78Hv,,,,,42.2967071533203125,-85.20659637451171875,anonymous,EN,I understand the information above and wish to continue,30,False,True,False,93.823,103.585,105.16,4,Option 2,4.716,4.716,12.104,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Option2,Option2,,,"No, but since the amount was only $5, I felt I could take more risks.",To encourage the participants to choose the option they initially picked without debating it.,The initial thought of people in gambling/risky situations? The impact of time on decision-making?,It was too long,73345
2021-02-07 19:14:32,2021-02-07 19:17:35,IP Address,50.245.97.89,100,182,True,2021-02-07 19:17:35,R_1CfnKwF1DGoC9DU,,,,,42.3887939453125,-83.1894989013671875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,13.065,0,Option 1,2.59,2.59,4.57,1,,,,,,,,,,,Option1,Option1,,,No,,"How willing people are to take risks ",It was too long,73152
2021-02-07 19:33:24,2021-02-07 19:42:29,IP Address,172.14.54.159,100,545,True,2021-02-07 19:42:30,R_3spsUiK7Wd7X8XE,,,,,33.0924072265625,-117.2624053955078125,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,A,30,False,True,False,False,126.241,162.1,201.634,6,Option 2,4.438,5.664,9.853,2,,,,,,,,,,,,,,,,,,,,Option1,Option2,80,20,No,To make sure person A choose an option with as little thinking as possible,"The study could be about whether the majority of people would keep the money for themselves or count on the other person to cooperate and share the prize
",It was the right amount of time,71709
2021-02-07 20:53:59,2021-02-07 21:00:48,IP Address,35.1.213.22,100,409,True,2021-02-07 21:00:49,R_1OZSIOJteBWIVsB,,,,,42.288604736328125,-83.46410369873046875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,298340,30,False,True,False,False,11.111,192.059,193.681,12,Option 2,3.349,3.349,4.731,1,,,,,,,,,,,,,,,,,,,,Option1,Option2,10,80,"Not really, it's a good test of a person's generosity in certain situations.",To induce a panic and get the most authentic immediate response.,If under pressure people are selfish or selfless.,It was too long,71851
2021-02-07 23:21:10,2021-02-07 23:27:35,IP Address,68.56.1.85,100,385,True,2021-02-07 23:27:36,R_3shISeOwdRJGj8K,,,,,42.7760009765625,-83.27349853515625,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298340,75.408,78.725,139.483,3,Option 2,7.868,7.868,11.334,1,Option1,Option2,50,50,It was bizarre to think about how someone would react without knowing who you are thinking about specifically.,,Generosity?,It was too short,72377
2021-02-08 10:47:54,2021-02-08 10:52:57,IP Address,71.10.57.203,100,303,True,2021-02-08 10:52:57,R_3fdjetgsoxHzMzX,,,,,42.789306640625,-83.7135009765625,anonymous,EN,I understand the information above and wish to continue,1,False,True,False,63.634,80.188,81.187,4,Option 1,12.151,12.151,14.106,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Option2,Option2,,,No,To put us in a high pressure scenario,Something about decision making under pressure or prioritizing risk,It was the right amount of time,72139
2021-02-08 11:44:14,2021-02-08 11:46:33,IP Address,71.215.219.210,100,138,True,2021-02-08 11:46:33,R_2TGB74U0MMeI2Vj,,,,,26.6786041259765625,-82.02629852294921875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,12.387,0,Option 1,2.833,4.839,6.03,2,,,,,,,,,,,Option1,Option1,,,No,,Whether I am a risk taker,It was too long,73164
2021-02-08 11:59:35,2021-02-08 12:02:36,IP Address,35.2.252.165,100,180,True,2021-02-08 12:02:36,R_8xewD0NAj9bhjP3,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5.497,0,Option 1,2.057,2.057,3.257,1,,,,,,,,,,,Option1,Option1,,,No,,"One's decisions based on the environment/situation around them ",It was too long,72157
2021-02-08 12:22:03,2021-02-08 12:25:37,IP Address,154.135.36.85,100,213,True,2021-02-08 12:25:37,R_2twYS01Pnw5Rt0l,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,I understand the information above and wish to continue,30,False,True,False,35.438,53.013,54.2,4,Option 1,1.804,1.804,3.071,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Option1,Option1,,,"I do not understand the point of the study? What does me choosing an option have to do with the study? Also did the options change or did I focus on the option that I have. ",I do not know,If I would read the options knowing that there is pressure of time,It was too long,73255
2021-02-08 13:34:03,2021-02-08 13:39:38,IP Address,67.177.141.61,100,335,True,2021-02-08 13:39:39,R_12PVSjjMUqFwavs,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,84.55,84.55,94.318,1,Option 2,7.589,7.589,10.556,1,Option1,Option2,10,90,no,,Risk taking alone vs when it benefits others,It was too long,72143
2021-02-08 14:13:42,2021-02-08 14:21:05,IP Address,67.177.141.183,100,442,True,2021-02-08 14:21:05,R_3CHnZlrYT6MAEnc,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,298340,30,False,True,False,True,100.222,151.211,152.978,6,Option 2,14.24,14.24,27.745,1,,,,,,,,,,,,,,,,,,,,Option2,Option2,20,80,"The instructions were sort of confusing and the idea of winning money is sort of bizarre for a research study. ","To get the participants to make a quick decision or plan ahead what they would choose. ",Greed,It was the right amount of time,72248
2021-02-08 15:03:11,2021-02-08 15:07:06,IP Address,108.80.180.248,100,235,True,2021-02-08 15:07:07,R_RXITEwdbVZJSM5X,,,,,42.2196044921875,-83.6045989990234375,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298340,21.487,21.487,30.088,1,Option 2,27.925,27.925,29.317,1,Option1,Option2,45,55,No,,About how people decide to balance their possible gain with the gains of others involved (like whether people are willing to risk their own gain to increase both their gain and someone else's),It was too long,73241
2021-02-08 15:38:15,2021-02-08 15:43:18,IP Address,35.2.138.77,100,303,True,2021-02-08 15:43:18,R_2qlqMKNrNGFHzbU,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,30,False,True,False,80.332,88.949,90.954,4,Option 1,2.359,2.359,4.131,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Option1,Option2,,,"Not bizarre, the idea of the cutoff made me think fast though.","It's probably a form of manipulation, so that it eliminates the likelihood of me overthinking the problem.",Decision making under pressure.,It was too long,71721
2021-02-08 15:39:05,2021-02-08 15:43:34,IP Address,76.214.139.234,100,268,True,2021-02-08 15:43:34,R_28zxTv5NpboEpDb,,,,,42.28070068359375,-83.78009796142578125,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,298340,30,False,True,True,False,21.899,94.019,94.96,12,Option 1,5.508,5.508,6.231,1,,,,,,,,,,,,,,,,,,,,Option1,Option2,50,50,N/A,I don't know,the golden ball split type of experiment,It was the right amount of time,73188
2021-02-08 15:46:13,2021-02-08 15:48:53,IP Address,96.44.28.107,100,160,True,2021-02-08 15:48:53,R_3CDVRzuEdEb7UHk,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,12.036,0,Option 1,2.131,2.131,3.029,1,,,,,,,,,,,Option1,Option1,,,No.,,Saving money and risk taking. Risk v. reward.,It was too long,72393
2021-02-08 16:00:13,2021-02-08 16:06:49,IP Address,68.49.99.153,100,395,True,2021-02-08 16:06:49,R_2pRhCEYwyixEGl6,,,,,42.288604736328125,-83.46410369873046875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298340,24.548,28.962,35.948,3,Option 2,11.392,11.392,13.92,1,Option1,Option2,40,60,Nope,,Understanding one's behavior in decision-making (whether an individual would be more likely to give money/bet or keep it for themselves),It was the right amount of time,73338
2021-02-08 17:06:33,2021-02-08 17:10:19,IP Address,35.1.142.164,100,226,True,2021-02-08 17:10:20,R_3KqiLyfot6HzCF4,,,,,42.2196044921875,-83.6045989990234375,anonymous,EN,I understand the information above and wish to continue,30,False,True,False,31.601,50.525,58.599,4,Option 2,1.987,1.987,4.651,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Option2,Option2,,,No,To get your snap-judgement response,"Gambling? The way we respond under pressure? ",It was too long,73399
2021-02-08 17:27:40,2021-02-08 17:37:33,IP Address,99.8.86.208,100,592,True,2021-02-08 17:37:33,R_3j7EgctigDVxd00,,,,,42.28070068359375,-83.78009796142578125,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,298340,30,False,True,False,False,8.013,401.191,402.738,9,Option 1,11.772,11.772,12.703,1,,,,,,,,,,,,,,,,,,,,Option1,Option2,50,50,"I was confused about the different dollar amounts. ","To force people to make a decision. ","People's selfishness. ",It was the right amount of time,73311
2021-02-08 19:24:29,2021-02-08 19:28:43,IP Address,96.238.155.17,100,254,True,2021-02-08 19:28:44,R_UA3K9roNFEX63FT,,,,,42.5941925048828125,-76.18810272216796875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,14.644,0,Option 1,2.948,2.948,5.149,1,,,,,,,,,,,Option2,Option1,,,No,,how certain influences determine whether or not one will spend or save money,It was too long,72849
2021-02-08 20:52:30,2021-02-08 20:57:36,IP Address,143.59.235.117,100,305,True,2021-02-08 20:57:37,R_3KOWHbx4oKMyrI4,,,,,42.4557037353515625,-83.65419769287109375,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298340,36.982,45.188,58.845,2,Option 2,6.798,6.798,9.198,1,Option1,Option2,25,75,"There was nothing bizarre. ",,The study made me think about risk and reward of my actions and whether the other participant would share.,It was the right amount of time,73267
2021-02-09 01:40:15,2021-02-09 01:44:51,IP Address,69.14.4.70,100,275,True,2021-02-09 01:44:51,R_3D5agoduMGzXJhA,,,,,42.5137939453125,-82.93959808349609375,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.223,19.223,25.513,1,Option 1,1.587,1.587,2.728,1,,,,,,,,,,,Option1,Option1,,,"No, I understood everything about the choices the study was presenting.",,I think the study was trying to determine if people are more likely to take a definite quantity of money or risk it to potentially win more money.,It was the right amount of time,72122
2021-02-09 02:50:18,2021-02-09 02:54:28,IP Address,1.234.242.241,100,250,True,2021-02-09 02:54:29,R_10ZtNdAPZTZ1YHk,,,,,37.4972991943359375,127.0076904296875,anonymous,EN,I understand the information above and wish to continue,30,False,True,False,58.995,83.562,85.081,5,Option 1,2.65,2.65,3.431,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Option1,Option1,,,It was really short,Make participants think fast and go with their first gut,Participants first thoughts about risks,It was too long,73448
2021-02-09 06:29:23,2021-02-09 06:38:50,IP Address,67.177.148.11,100,566,True,2021-02-09 06:38:50,R_PMKGQsOX4KnI1Q5,,,,,42.965606689453125,-85.65000152587890625,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,298340,30,False,True,False,False,95.892,155.462,166.992,9,Option 1,17.03,17.03,19.106,1,,,,,,,,,,,,,,,,,,,,Option1,Option2,88,12,"The confusing part would be the explanation of the study. I had assumed I would be taking a quiz, but I was only answering questions.","To give students a time ""restraint."" I's purpose was to pressure students similar to how they would be pressured to make a decision dealing with money in real life.","It was about money, greed, and measuring student's response times under pressure. ",It was the right amount of time,73325
2021-02-09 08:53:28,2021-02-09 08:58:20,IP Address,111.71.215.69,100,292,True,2021-02-09 08:58:20,R_BAkocqyG1y5m9DX,,,,,22.61480712890625,120.31390380859375,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298340,63.537,68.982,70.674,3,Option 1,3.07,3.07,3.869,1,Option2,Option2,95,5,No,,"The decisions people make in regards to money when they have little to no other information ",It was the right amount of time,71887
2021-02-09 09:22:00,2021-02-09 09:29:18,IP Address,70.23.200.187,100,438,True,2021-02-09 09:29:19,R_3pbCatWTbF7YqP7,,,,,40.6295013427734375,-74.09380340576171875,anonymous,EN,I understand the information above and wish to continue,30,False,True,False,106.323,122.152,123.731,4,Option 2,5.678,6.686,7.746,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Option2,Option2,,,"No, I didn't find any particular part of this study bizarre, crazy or confusing as they were structured like some sort of gambling games.","I think that the purpose of the cutoff mechanism is to induce a certain type of anxiety or stress/fear that makes the participants answer within a certain amount of time. Therefore, making the most immediate decisions","I think the study is about associating stress/fear (in this case, the possible limitation of time) to the decision to take risk (time spent reading, understanding the new rule, and the possibility of a greater reward). ",It was the right amount of time,72253
2021-02-09 09:33:00,2021-02-09 09:37:53,IP Address,97.94.82.158,100,293,True,2021-02-09 09:37:53,R_3R3dlaiKd7oQwDC,,,,,43.1772003173828125,-85.2472991943359375,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,13.484,0,Option 2,2.16,2.16,3.596,1,,,,,,,,,,,Option2,Option2,,,"No, you were just trying to identify how likely an individual is to gamble their money, and how much that could change if a random individual also profited from their success.",,Depicting whether individuals who enjoy to gamble their money would change their mind about betting $5 or so if another random individual was involved and had a larger profit from their success.,It was too long,72239
2021-02-09 10:05:53,2021-02-09 10:17:14,IP Address,68.48.247.240,100,680,True,2021-02-09 10:17:14,R_3qJ5nPxuv4u47Tb,,,,,42.1699981689453125,-83.78189849853515625,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,298340,30,False,True,False,False,112.287,165.952,169.67,6,Option 2,7.645,7.645,8.57,1,,,,,,,,,,,,,,,,,,,,Option2,Option2,30,70,It was strange to make decisions about the money without knowing who person B is or not interacting with them. Keeping the money feels selfish even when you are separated from the other person.,I think there was a cutoff mechanism in order to encourage participants to answer quickly based on their gut feelings.,I think this study was about being charitable or taking charitable risks without personally knowing the person on the other side/ the person who would benefit from these actions.,It was the right amount of time,72711
2021-02-09 11:02:17,2021-02-09 11:05:28,IP Address,68.60.65.23,100,190,True,2021-02-09 11:05:28,R_2ToZSPE5trGIM1K,,,,,42.288604736328125,-83.46410369873046875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298340,7.119,27.566,38.653,5,Option 2,27.449,27.449,28.922,1,Option1,Option1,20,80,No,,level of trust in others,It was the right amount of time,73431
2021-02-09 11:36:17,2021-02-09 11:38:47,IP Address,99.9.115.60,100,149,True,2021-02-09 11:38:47,R_s7lobd39YP5mG8p,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,8.8,0,Option 1,3.207,3.207,4.491,1,,,,,,,,,,,Option1,Option2,,,No,,"Decision making and cost-benefit analysis ",It was too long,72199
2021-02-09 11:35:41,2021-02-09 11:39:26,IP Address,68.40.168.79,100,224,True,2021-02-09 11:39:27,R_2du1R48uZ3nBTmW,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,30,False,True,False,64.9,80.078,81.683,4,Option 1,1.297,1.297,3.349,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Option1,Option1,,,No,"To force a decision ",Whether people can accurately gage the probability of winning.,It was too long,71863
2021-02-09 11:34:20,2021-02-09 11:42:19,IP Address,68.37.10.238,100,479,True,2021-02-09 11:42:20,R_3MyEXeZQXrOQpZ4,,,,,42.6562957763671875,-83.12310028076171875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,298340,30,False,True,False,False,149.3,182.511,182.937,7,Option 2,12.602,12.602,13.902,1,,,,,,,,,,,,,,,,,,,,Option1,Option2,20,80,"Nope, seemed pretty straightforward.","To ensure that the participant made a decision, afraid of having their free will taken away.",The generosity or selfishness of people or possibly the nature of decision-making under pressure(more innate reactions).,It was the right amount of time,72232
2021-02-09 11:49:22,2021-02-09 11:58:28,IP Address,96.94.151.1,100,545,True,2021-02-09 11:58:28,R_cGttasZRbUD7HON,,,,,42.933197021484375,-85.65309906005859375,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,298340,30,False,True,False,False,162.813,178.971,180.725,6,Option 2,10.369,10.369,11.521,1,,,,,,,,,,,,,,,,,,,,Option2,Option1,70,30,"No I believe it makes sense considering that this is testing both participants selfishness in a way, and seeing if teamwork can be accomplished in a difficult scenario.","I believe the purpose of the cutoff mechanism was to force the student to make a split-second decision under the threat of not having a choice for themselves. Because of this they will make the immediate decision that first comes to mind likely showing their initial true intentions. ","I believe the study was used to examine the decision-making process of humans when it comes to sharing money. Person A has a chance to make more money by being generous, but is relying on generosity from Person B, and when it comes to money the expectation is that people are inherently selfish and will take money, even if it is a smaller amount, expecting that the next person will also be out to hoard money.",It was the right amount of time,72329
2021-02-09 12:00:59,2021-02-09 12:04:51,IP Address,119.8.183.130,100,231,True,2021-02-09 12:04:52,R_bBZTOIFwC3oOHnz,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,I understand the information above and wish to continue,1,False,True,True,3.336,43.447,59.88,4,Option 1,1.371,2.101,2.864,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Option1,Option1,,,no,how to influence people's decision,some people do not like bet,It was the right amount of time,71748
2021-02-09 12:06:15,2021-02-09 12:11:55,IP Address,73.144.197.252,100,340,True,2021-02-09 12:11:56,R_2rCMwFj1MinDXiJ,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,19.558,0,Option 1,3.206,3.206,5.191,1,,,,,,,,,,,Option1,Option2,,,Nothing particularly bizzarre.,,"I think the study was about testing how prone people are to gambling their money, and also testing whether they consider it a win or a loss for someone else to receive a reward instead of them.",It was too long,72827
2021-02-09 12:06:22,2021-02-09 12:37:56,IP Address,24.192.124.178,100,1894,True,2021-02-09 12:37:57,R_sZFpTIm9wM1IZCp,,,,,42.3975067138671875,-83.37329864501953125,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298340,8.678,142.267,145.109,14,Option 2,11.197,12.423,14.14,2,Option1,Option1,55,45,"I thought it was crazy that I had to depend on another person I do not know to decide if they would give me money based on what they thought my action would be. ",,"To determine how we see other people around us, as well as whether or not we take risks when money is on the line. It could also look into our gratitude. ",It was the right amount of time,72906
2021-02-09 12:44:07,2021-02-09 12:48:33,IP Address,73.144.197.252,100,265,True,2021-02-09 12:48:33,R_2f40mWF0hul7gBT,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,31.57,0,Option 2,2.857,2.857,4.161,1,,,,,,,,,,,Option2,Option2,,,no,,"the amount of risk I take with money which is still not mine yet. ",It was the right amount of time,72718
2021-02-09 13:06:10,2021-02-09 13:13:36,IP Address,73.247.173.31,100,446,True,2021-02-09 13:13:36,R_3oYoddWHuiiDsuB,,,,,41.848602294921875,-87.6287994384765625,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,298340,30,False,True,False,False,20.111,197.718,199.038,33,Option 2,6.11,6.11,6.872,1,,,,,,,,,,,,,,,,,,,,Option2,Option2,25,75,"I did not see how real money was actually part of the study, though this is a virtual format",Make people feel rushed into a choice,I didn't have any particular feelings towards this study.,It was the right amount of time,73417
2021-02-09 13:09:56,2021-02-09 13:22:01,IP Address,73.144.197.61,100,724,True,2021-02-09 13:22:01,R_12P7mzzk6N5I24N,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298340,120.97,124.593,134.335,2,Option 2,14.354,14.354,40.053,1,Option1,Option2,85,15,Slightly confusing with the 60 second game. I saw the options prior to the game but I tried to read the directions again to make sure I did not miss anything but not completely.,,Once they introduced the game I thought maybe the effects of putting a time limit and something switched in the instructions. Or if them making the study a game would it push us to place a riskier bet.,It was the right amount of time,72717
2021-02-09 13:22:39,2021-02-09 13:26:38,IP Address,107.5.56.68,100,239,True,2021-02-09 13:26:39,R_C3vdWYQVFiwetAR,,,,,41.8993072509765625,-84.04019927978515625,anonymous,EN,I understand the information above and wish to continue,30,False,True,False,64.816,78.263,79.047,4,Option 2,7.145,7.145,8.472,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Option2,Option1,,,No,To see how fast people can make a logical decision,How fast people can make the decision and if they will make the same decision multiple times with the same chance of winning the money,It was the right amount of time,73244
2021-02-09 14:01:33,2021-02-09 14:07:23,IP Address,68.56.246.224,100,349,True,2021-02-09 14:07:24,R_3LYHxCIjwL5zCZX,,,,,42.4248046875,-83.195098876953125,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298340,59.472,59.472,64.545,1,Option 2,34,34,35.357,1,Option2,Option2,60,40,No,,"I think the study may have been assessing the risks that humans are willing to take with money, even when the downside is losing everything",It was too long,71800
2021-02-09 14:16:17,2021-02-09 14:18:54,IP Address,76.88.186.52,100,156,True,2021-02-09 14:18:54,R_2zbwU9UXeRHId8F,,,,,22.1602935791015625,-159.5471038818359375,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7.792,0,Option 1,5.327,5.327,6.625,1,,,,,,,,,,,Option1,Option1,,,not really,,chances of taking a risk while probability of success/payout was adjusted,It was the right amount of time,71624
2021-02-09 15:33:34,2021-02-09 15:37:55,IP Address,50.237.31.234,100,260,True,2021-02-09 15:37:55,R_ZxvsqkEohGXxKgN,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,298340,30,False,True,False,False,23.226,80.575,82.314,10,Option 1,3.86,3.86,6.889,1,,,,,,,,,,,,,,,,,,,,Option1,Option2,25,75,No.,To pressure people into making a decision more quickly.,To see whether or not people trusted others with money and where people's selfishness/giving values landed.,It was the right amount of time,73332
2021-02-09 15:45:52,2021-02-09 15:54:37,IP Address,162.216.14.130,100,525,True,2021-02-09 15:54:38,R_1g54pg11Q3hN3VN,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,30,False,True,False,120.14,129.207,130.943,4,Option 1,2.098,2.098,6.372,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Option1,Option1,,,No,"To give people the opportunity to let the the computer decide for them if they can't, or to make them make a decision quickly so that they cannot second guess it.","What people are willing to risk for money, and how money impacts their willingness to help someone else.",It was too long,72146
